Card Number,NAME,SSN,Customer Address,Transaction Method,Card Entry Method,Merchant,Transaction Date,Amount Completed,Balance available,Settlement Date,Terminal Location,Institution Name,Acquiring Institution Name,IsFraud
9100116092,Angela Alvarado,100016093,1432 MANCHESTER DR,BIN 502382,Unknown or terminal not used,Walmart,7-Nov,133,840,9-Nov,,USAA,Union Bank,0
9100116092,Trini Alvarado,100016093,160 LITTLE ELK CREEK AVE,BIN 5023821,Manual key entry,Target,9-Nov,133,40200,10-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Monique Alvarez,100016093,BETTINA BRUSCH-STRECHER,BIN 412081,Mag stripe read ? CVV checking not possible,BJS,1-Nov,133,40320,2-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Betty Amann,100016093,PO BOX 4092,BIN 4120811,Barcode read,Shell,3-Nov,133,600,6-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Erika Amato,100016093,232 HARRIS ST,BIN 433577,Unknown,BP,11-Nov,133,840,12-Nov,,Regions Bank,PNC Bank,0
9100116092,Kimberly Amato,100016093,1294 BEDROCK CIR,BIN 485582,MANUAL ENTRY,Target,13-Nov,133,40200,15-Nov,,M&T Bank,Capital One,0
9100116092,Lauren Ambrose,100016093,PO BOX 11059,BIN 568513,SWIPED MACHINE READ,BJS,15-Nov,133,40320,16-Nov,,Northern Trust,HSBC,1
9100116092,Tangie Ambrose,100016093,PO BOX 16443,BIN 567334,MANUAL ENTRY,MBTA,2-Nov,133,38040,3-Nov,,Union Bank,TD Bank,0
9100116092,Cindy Ambuehl,100016093,3723 LONE TREE LN,BIN 401625,SWIPED MACHINE READ,Amazon.com,4-Nov,133,600,7-Nov,,KeyCorp,State Street,0
9100116092,Amerie,100016093,1465 CONESTOGA CIR,BIN 467388,Unknown or terminal not used,Uber,6-Nov,133,840,7-Nov,,MSN Banknorth,BB&T,0
9100116092,Adrienne Ames,100016093,3127 GRAND AVE,BIN 473385,Manual key entry,Draftkings,8-Nov,317,40200,10-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Ramsay Ames,100016093,128 CRAWFORD LN APT 3,BIN 568377,Mag stripe read ? CVV checking not possible,Nightlife,10-Nov,75,40320,11-Nov,,Bank of America,Charles Schwab,0
9100116092,Rosemary Ames,100016093,PO BOX 8199,BIN 475478,Barcode read,Target,12-Nov,216,38040,13-Nov,,Wells Fargo,American Express,0
9100116092,Mädchen Amick,100016093,323 LIGHT HILL RD,BIN 491459,Unknown,BJS,14-Nov,75,600,17-Nov,,Citigroup,Ally Financial,1
9100116092,Suzy Amis Cameron,100016093,1339 19 RD,BIN 464334,MANUAL ENTRY,Shell,16-Nov,75,840,17-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Charlene Amoia,100016093,139 CIMARRON DR,BIN 467615,SWIPED MACHINE READ,Flowers.com,7-Nov,5,40200,9-Nov,,Morgan Stanley,JPMorgan Chase,1
9100116092,Elizabeth Amsden,100016093,PO BOX 6192,BIN 477880,MANUAL ENTRY,Walmart,9-Nov,7,40320,10-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Eva Amurri,100016093,1633 18 RD,BIN 586407,SWIPED MACHINE READ,Target,11-Nov,335,38040,12-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Kristina Anapau,100016093,108 SERNANDINA ST,BIN 578089,Unknown or terminal not used,BJS,2-Nov,5,600,5-Nov,,PNC Bank,Citigroup,1
9100116092,Maureen Anderman,100016093,PO BOX 109,BIN 511082,Manual key entry,Shell,4-Nov,7,840,5-Nov,,Capital One,Goldman Sachs,0
9100116092,Andrea Anders,100016093,PO BOX 2324,BIN 519811,Mag stripe read ? CVV checking not possible,BP,6-Nov,317,40200,8-Nov,,HSBC,Morgan Stanley,0
9100116092,Luana Anders,100016093,PO BOX 1484,BIN 429251,Barcode read,Target,8-Nov,5,40320,9-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Merry Anders,100016093,114 RIVERDOWN DR,BIN 422843,Unknown,BJS,5-Nov,7,38040,6-Nov,,State Street,Citizens Bank,1
9100116092,Bridgette Andersen,100016093,27654 HIGHWAY 6 TRLR 1704,BIN 469501,MANUAL ENTRY,MBTA,7-Nov,335,600,10-Nov,,BB&T,USAA,1
9100116092,Audrey Marie Anderson,100016093,PO BOX 1386,BIN 567876,SWIPED MACHINE READ,Amazon.com,9-Nov,5,840,10-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Barbara Anderson (actress),100016093,PO BOX 1819,BIN 586405,MANUAL ENTRY,Uber,1-Nov,7,40200,3-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Camille Anderson,100016093,546 1ST AVE APT 5H,BIN 429249,SWIPED MACHINE READ,Draftkings,3-Nov,317,40320,4-Nov,,American Express,Santander Bank,0
9100116092,Donna Anderson,100016093,176 COUNTY ROAD 135,BIN 430076,Unknown or terminal not used,Nightlife,11-Nov,5,38040,12-Nov,,Ally Financial,Regions Bank,0
9100116092,Dusty Anderson,100016093,136 CEDAR RIDGE WAY,BIN 436182,Manual key entry,Target,13-Nov,7,600,16-Nov,,RBC Bank,M&T Bank,0
9100116092,Elaine Anderson Steinbeck,100016093,2703 H RD,BIN 448150,Mag stripe read ? CVV checking not possible,BJS,15-Nov,335,840,16-Nov,,Citizens Bank,Northern Trust,1
9100116092,Ella Anderson,100016093,34652 HIGHWAY 6,BIN 493027,Barcode read,Shell,2-Nov,5,40200,4-Nov,,USAA,Union Bank,0
9100116092,Erika Anderson,100016093,PO BOX 772474,BIN 577186,Unknown,Flowers.com,4-Nov,133,40320,5-Nov,,Fifth Third Bank,KeyCorp,1
9100116092,Eunice Anderson,100016093,665 SO ANNABELLE CT,BIN 503440,MANUAL ENTRY,Walmart,6-Nov,133,38040,7-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Nicole Gale Anderson,100016093,2608 GREENCLIFF DR,BIN 467111,SWIPED MACHINE READ,Target,8-Nov,133,600,11-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Gillian Anderson,100016093,34912 PRONGHORN DR,BIN 474448,MANUAL ENTRY,BJS,10-Nov,317,840,11-Nov,,Regions Bank,PNC Bank,1
9100116092,Jacqueline Anderson,100016093,PO BOX 4081,BIN 405017,SWIPED MACHINE READ,Shell,12-Nov,75,40200,14-Nov,,M&T Bank,Capital One,0
9100116092,Jo Anderson,100016093,12111 RCR 69,BIN 411056,Unknown or terminal not used,BP,14-Nov,216,40320,15-Nov,,Northern Trust,HSBC,0
9100116092,Loni Anderson,100016093,1147 E 2ND AVE APT 7,BIN 4110569,Manual key entry,Target,16-Nov,75,38040,17-Nov,,Union Bank,TD Bank,0
9100116092,Beverly Aadland,100016093,1436 AIRPORT ROAD,BIN 430750,Mag stripe read ? CVV checking not possible,BJS,7-Nov,75,40200,10-Nov,,KeyCorp,State Street,1
9100116092,Mariann Aalda,100016093,PO BOX 583,BIN 447435,Barcode read,MBTA,9-Nov,5,600,10-Nov,,MSN Banknorth,BB&T,0
9100116092,Aaliyah,100016093,3090 PINYON PL,BIN 446855,Unknown,Amazon.com,11-Nov,7,840,13-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Angela Aames,100016093,1301 N 21ST ST APT 306,BIN 501547,MANUAL ENTRY,Uber,2-Nov,335,600,3-Nov,,Bank of America,Charles Schwab,0
9100116092,Caroline Aaron,100016093,PO BOX 5687,BIN 477485,SWIPED MACHINE READ,Draftkings,4-Nov,5,840,5-Nov,,Wells Fargo,American Express,0
9100116092,Dorothy Abbott,100016093,52 W DRY CREEK CT,BIN 427025,MANUAL ENTRY,Nightlife,6-Nov,7,40200,9-Nov,,Citigroup,Ally Financial,0
9100116092,Diahnne Abbott,100016093,PO BOX 2912,BIN 424792,SWIPED MACHINE READ,Target,8-Nov,317,40320,9-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Rose Abdoo,100016093,PO BOX 6463,BIN 460385,Unknown or terminal not used,BJS,5-Nov,5,38040,7-Nov,,Morgan Stanley,JPMorgan Chase,1
9100116092,Paula Abdul,100016093,PO BOX 348,BIN 577298,Manual key entry,Shell,7-Nov,7,600,8-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Rakefet Abergel,100016093,1449 ELM AVE,BIN 577929,Mag stripe read ? CVV checking not possible,Flowers.com,9-Nov,335,840,10-Nov,,Bank of New York Mellon,Wells Fargo,1
9100116092,Betty Aberlin,100016093,303 MEADOWOOD DR APT G1,BIN 462401,Barcode read,Walmart,1-Nov,5,40200,4-Nov,,PNC Bank,Citigroup,0
9100116092,Donzaleigh Abernathy,100016093,732 STORM KING CIR,BIN 575644,Unknown,Target,3-Nov,7,40320,4-Nov,,Capital One,Goldman Sachs,0
9100116092,Whitney Able,100016093,130 NIMBUS DR,BIN 551716,MANUAL ENTRY,BJS,11-Nov,317,38040,13-Nov,,HSBC,Morgan Stanley,1
9100116092,Amy Acker,100016093,PO BOX 153,BIN 5517161,SWIPED MACHINE READ,Shell,13-Nov,5,600,14-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Jean Acker,100016093,730 CORRAL DR,BIN 5517168,MANUAL ENTRY,BP,15-Nov,7,840,16-Nov,,State Street,Citizens Bank,0
9100116092,Bettye Ackerman,100016093,3163 GLENDAM DR,BIN 551127,SWIPED MACHINE READ,Target,2-Nov,335,40200,5-Nov,,BB&T,USAA,1
9100116092,Leslie Ackerman,100016093,689 CLARKSON AVE APT B,BIN 541570,Unknown or terminal not used,BJS,4-Nov,5,38040,5-Nov,,SunTrust Bank,Fifth Third Bank,1
9100116092,Anabelle Acosta,100016093,PO BOX 6286,BIN 541614,Manual key entry,MBTA,6-Nov,133,600,8-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Acquanetta,100016093,524 JACOBS PL,BIN 541799,Mag stripe read ? CVV checking not possible,Amazon.com,8-Nov,133,840,9-Nov,,American Express,Santander Bank,0
9100116092,Ava Acres,100016093,53 POPPY CT,BIN 541821,Barcode read,Uber,10-Nov,133,40200,11-Nov,,Ally Financial,Regions Bank,0
9100116092,Isabella Acres,100016093,302 CASTLE RIDGE DR,BIN 541833,Unknown,Draftkings,12-Nov,133,38040,15-Nov,,RBC Bank,M&T Bank,0
9100116092,Tatum Adair,100016093,PO BOX 1566,BIN 541835,MANUAL ENTRY,Nightlife,14-Nov,133,600,15-Nov,,Citizens Bank,Northern Trust,0
9100116092,Kathryn Adams Doty,100016093,2012 CAMBRIDGE DR,BIN 541837,SWIPED MACHINE READ,Target,16-Nov,133,840,18-Nov,,USAA,Union Bank,0
9100116092,Amy Adams,100016093,PO BOX 45082,BIN 541858,MANUAL ENTRY,BJS,7-Nov,133,40200,8-Nov,,Fifth Third Bank,KeyCorp,1
9100116092,Beverly Adams,100016093,PO BOX 65892,BIN 541860,SWIPED MACHINE READ,Shell,9-Nov,133,38040,10-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Brooke Adams (actress),100016093,21 CEDAR CREST DR,BIN 546191,Unknown or terminal not used,Flowers.com,11-Nov,133,40320,14-Nov,,Santander Bank,Bank of New York Mellon,1
9100116092,Catlin Adams,100016093,1507 ARIZONA ST,BIN 551067,Manual key entry,Walmart,2-Nov,133,600,3-Nov,,Regions Bank,PNC Bank,0
9100116092,Dorothy Adams,100016093,1049 E COLUMBINE AVE,BIN 551216,Mag stripe read ? CVV checking not possible,Target,4-Nov,133,840,6-Nov,,M&T Bank,Capital One,0
9100116092,Eadie Adams,100016093,215 VISTA HILLS DR,BIN 551223,Barcode read,BJS,6-Nov,133,40200,7-Nov,,Northern Trust,HSBC,1
9100116092,Freya Adams,100016093,PO BOX 1785,BIN 551224,Unknown,Shell,8-Nov,317,38040,9-Nov,,Union Bank,TD Bank,0
9100116092,Jane Adams (actress),100016093,290 MOUNTAIN VIEW ST,BIN 551225,MANUAL ENTRY,BP,5-Nov,75,40320,8-Nov,,KeyCorp,State Street,0
9100116092,Joey Lauren Adams,100016093,PO BOX 772098,BIN 551226,SWIPED MACHINE READ,Target,7-Nov,216,600,8-Nov,,MSN Banknorth,BB&T,0
9100116092,Julie Adams,100016093,PO BOX 1545007,BIN 551227,MANUAL ENTRY,BJS,9-Nov,75,840,11-Nov,,JPMorgan Chase,SunTrust Bank,1
9100116092,Lillian Adams,100016093,2 CHARTER OAK AVE UNIT 1,BIN 551228,SWIPED MACHINE READ,MBTA,1-Nov,75,40200,2-Nov,,Bank of America,Charles Schwab,0
9100116092,Marla Adams,100016093,537 TAMARACK DR UNIT 403,BIN 551051,Unknown or terminal not used,Amazon.com,3-Nov,5,38040,4-Nov,,Wells Fargo,American Express,0
9100116092,Mary Kay Adams,100016093,320 SAGEMONT CIR,BIN 5636246,Manual key entry,Uber,11-Nov,7,40320,14-Nov,,Citigroup,Ally Financial,0
9100116092,Neile Adams,100016093,1860 GRACELAND DR,BIN 562694,Mag stripe read ? CVV checking not possible,Draftkings,13-Nov,335,40200,14-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Poni Adams,100016093,403 BALLARD AVE,BIN 563127,Barcode read,Nightlife,15-Nov,5,600,17-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Stella Adams,100016093,PO BOX 8801,BIN 563146,Unknown,Target,2-Nov,7,840,3-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Yolanda Adams,100016093,640 1/2 IAN CT,BIN 5631466,MANUAL ENTRY,BJS,4-Nov,317,38040,5-Nov,,Bank of New York Mellon,Wells Fargo,1
9100116092,Calpernia Addams,100016093,2380 VAN GORDON ST,BIN 578144,SWIPED MACHINE READ,Shell,6-Nov,5,40200,9-Nov,,PNC Bank,Citigroup,0
9100116092,Nancy Addison,100016093,921 MAIN ST,BIN 5864226,MANUAL ENTRY,Flowers.com,8-Nov,7,600,9-Nov,,Capital One,Goldman Sachs,1
9100116092,Alexandra Adi,100016093,9448 6097 RD,BIN 587376,SWIPED MACHINE READ,Walmart,10-Nov,335,840,12-Nov,,HSBC,Morgan Stanley,0
9100116092,Celia Adler,100016093,410 AABC STE 1A,BIN 5873761,Unknown or terminal not used,Target,12-Nov,5,38040,13-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Joanna P. Adler,100016093,PO BOX 6595,BIN 5887536,Manual key entry,BJS,14-Nov,7,40200,15-Nov,,State Street,Citizens Bank,1
9100116092,Sara Adler,100016093,PO BOX 6075,BIN 589204,Mag stripe read ? CVV checking not possible,Shell,16-Nov,317,600,19-Nov,,BB&T,USAA,1
9100116092,Stella Adler,100016093,PO BOX 916,BIN 589714,Barcode read,BP,7-Nov,5,840,8-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Pamela Adlon,100016093,PO BOX 2200,BIN 789110,Unknown,Target,9-Nov,7,38040,11-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Iris Adrian,100016093,PO BOX 773,BIN 444810,MANUAL ENTRY,BJS,11-Nov,335,40200,12-Nov,,American Express,Santander Bank,1
9100116092,Uzo Aduba,100016093,1503 COUNTY RD 245,BIN 438511,SWIPED MACHINE READ,MBTA,2-Nov,5,15960,3-Nov,,Ally Financial,Regions Bank,0
9100116092,Aarthi Agarwal,100016093,PO BOX 3496,BIN 483725,MANUAL ENTRY,Amazon.com,4-Nov,133,15960,7-Nov,,RBC Bank,M&T Bank,0
9100116092,Shohreh Aghdashloo,100016093,PO BOX 4219,BIN 483726,SWIPED MACHINE READ,Uber,6-Nov,133,15960,7-Nov,,Citizens Bank,Northern Trust,0
9100116092,Dianna Agron,100016093,5125 FRYING PAN RD,BIN 487307,Unknown or terminal not used,Draftkings,8-Nov,133,15960,10-Nov,,USAA,Union Bank,0
9100116092,Christina Aguilera,100016093,117 W PARK ST,BIN 519385,Manual key entry,Nightlife,5-Nov,133,15960,6-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Lassie Lou Ahern,100016093,PO BOX 3526,BIN 519386,Mag stripe read ? CVV checking not possible,Target,7-Nov,133,15960,8-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Peggy Ahern,100016093,712 E 5TH ST,BIN 519401,Barcode read,BJS,9-Nov,133,15960,12-Nov,,Santander Bank,Bank of New York Mellon,1
9100116092,Rita Rani Ahuja,100016093,PO BOX 1556,BIN 519402,Unknown,Shell,1-Nov,133,15960,2-Nov,,Regions Bank,PNC Bank,0
9100116092,Mary Ainslee,100016093,PO BOX 1619,BIN 519404,MANUAL ENTRY,Flowers.com,3-Nov,133,15960,5-Nov,,M&T Bank,Capital One,1
9100116092,Helen Ainsworth,100016093,742 ROUTE GOURDON,BIN 519405,SWIPED MACHINE READ,Walmart,11-Nov,133,15960,12-Nov,,Northern Trust,HSBC,0
9100116092,Lexi Ainsworth,100016093,1557 SHADOW RUN COURT #D301,BIN 519406,MANUAL ENTRY,Target,13-Nov,133,15960,14-Nov,,Union Bank,TD Bank,0
9100116092,Soumaya Akaaboune,100016093,654 1/2 MAIN AVE,BIN 519407,SWIPED MACHINE READ,BJS,15-Nov,133,15960,18-Nov,,KeyCorp,State Street,1
9100116092,Karen Akers,100016093,PO BOX 6065,BIN 519408,Unknown or terminal not used,Shell,2-Nov,133,600,3-Nov,,MSN Banknorth,BB&T,0
9100116092,Desiree Akhavan,100016093,32852 S ELK DR,BIN 514697,Manual key entry,BP,4-Nov,133,840,6-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Shuko Akune,100016093,PO BOX 1770,BIN 527833,Mag stripe read ? CVV checking not possible,Target,6-Nov,133,40200,7-Nov,,Bank of America,Charles Schwab,0
9100116092,Mackenzie Aladjem,100016093,PO BOX 6993,BIN 527838,Barcode read,BJS,8-Nov,133,40320,9-Nov,,Wells Fargo,American Express,1
9100116092,Lori Alan,100016093,PO BOX 1151,BIN 527839,Unknown,MBTA,10-Nov,133,38040,13-Nov,,Citigroup,Ally Financial,0
9100116092,Morjana Alaoui,100016093,2503 CISAR CT UNIT C1,BIN 527841,MANUAL ENTRY,Amazon.com,12-Nov,133,600,13-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Jessica Alba,100016093,PO BOX 6186,BIN 527842,SWIPED MACHINE READ,Uber,14-Nov,133,840,16-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Maria Alba,100016093,228 MESA GRANDE DR,BIN 527844,MANUAL ENTRY,Draftkings,16-Nov,317,40200,17-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Mabel Albertson,100016093,253 SHOOTER LN,BIN 527845,SWIPED MACHINE READ,Nightlife,7-Nov,75,40320,8-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Tessa Albertson,100016093,381 STAGECOACH LN,BIN 527846,Unknown or terminal not used,Target,9-Nov,216,38040,12-Nov,,PNC Bank,Citigroup,0
9100116092,Lola Albright,100016093,7404 COUNTY ROAD 312,BIN 531880,Manual key entry,BJS,11-Nov,75,600,12-Nov,,Capital One,Goldman Sachs,1
9100116092,Beatrice Alda,100016093,142 COMMONWEALTH AVE #C35,BIN 527822,Mag stripe read ? CVV checking not possible,Shell,2-Nov,75,840,4-Nov,,HSBC,Morgan Stanley,0
9100116092,Elizabeth Alda,100016093,2279 LONDON WAY,BIN 500098,Barcode read,Flowers.com,4-Nov,5,40200,5-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Rutanya Alda,100016093,1727 HOWARD AVE UNIT B,BIN 433766,Unknown,Walmart,6-Nov,7,40320,7-Nov,,State Street,Citizens Bank,0
9100116092,Mary Alden,100016093,1803 W 2ND ST TRLR 6,BIN 435530,MANUAL ENTRY,Target,8-Nov,335,38040,11-Nov,,BB&T,USAA,1
9100116092,Mari Aldon,100016093,138 JUNIPER TRL,BIN 407309,SWIPED MACHINE READ,BJS,5-Nov,5,600,6-Nov,,SunTrust Bank,Fifth Third Bank,1
9100116092,Kay Aldridge,100016093,PO BOX 1417,BIN 407310,MANUAL ENTRY,Shell,7-Nov,7,840,9-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Raquel Alessi,100016093,PO BOX 774261,BIN 407311,SWIPED MACHINE READ,BP,9-Nov,317,40200,10-Nov,,American Express,Santander Bank,0
9100116092,Alex ter Avest,100016093,PO BOX 5655,BIN 589203,Unknown or terminal not used,Target,1-Nov,5,40320,2-Nov,,Ally Financial,Regions Bank,0
9100116092,Denise Alexander,100016093,322 BIG PINON DR,BIN 5892031,Manual key entry,BJS,3-Nov,7,38040,6-Nov,,RBC Bank,M&T Bank,1
9100116092,Jaimie Alexander,100016093,PO BOX 336,BIN 586239,Mag stripe read ? CVV checking not possible,MBTA,11-Nov,335,600,12-Nov,,Citizens Bank,Northern Trust,0
9100116092,Jane Alexander,100016093,16032 6250 RD,BIN 563143,Barcode read,Amazon.com,13-Nov,5,840,15-Nov,,USAA,Union Bank,0
9100116092,Katharine Alexander,100016093,630 HUNTER CREEK DR,BIN 563222,Unknown,Uber,15-Nov,7,40200,16-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Khandi Alexander,100016093,443 N 8TH ST,BIN 563403,MANUAL ENTRY,Draftkings,2-Nov,317,40320,3-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Olivia Alexander,100016093,3150 SKYLARK CT,BIN 560671,SWIPED MACHINE READ,Nightlife,4-Nov,5,38040,7-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Sasha Alexander,100016093,604 SLOAN ST,BIN 571070,MANUAL ENTRY,Target,6-Nov,7,600,7-Nov,,Regions Bank,PNC Bank,0
9100116092,Gloria Alexandra,100016093,PO BOX 507,BIN 550861,SWIPED MACHINE READ,BJS,8-Nov,335,840,10-Nov,,M&T Bank,Capital One,1
9100116092,Tiana Alexandra,100016093,608 25 1/2 RD UNIT 5,BIN 546138,Unknown or terminal not used,Shell,10-Nov,5,40200,11-Nov,,Northern Trust,HSBC,0
9100116092,Sadie Alexandru,100016093,2327 INTERSTATE AVE,BIN 5461380431,Manual key entry,Flowers.com,12-Nov,133,40320,13-Nov,,Union Bank,TD Bank,1
9100116092,Marnie Alexenburg,100016093,36908 GRANDVIEW MESA RD,BIN 5461381,Mag stripe read ? CVV checking not possible,Walmart,14-Nov,133,38040,17-Nov,,KeyCorp,State Street,0
9100116092,Kristian Alfonso,100016093,1802 MAIN ST APT C4,BIN 542964,Barcode read,Target,16-Nov,133,600,17-Nov,,MSN Banknorth,BB&T,0
9100116092,Brittney Alger,100016093,1974 W 3RD AVE UNIT A,BIN 54296406,Unknown,BJS,7-Nov,133,840,9-Nov,,JPMorgan Chase,SunTrust Bank,1
9100116092,Khalilah Ali,100016093,PO BOX 3542,BIN 542964061,MANUAL ENTRY,Shell,9-Nov,133,40200,10-Nov,,Bank of America,Charles Schwab,0
9100116092,Tatyana Ali,100016093,PO BOX 4764,BIN 557199,SWIPED MACHINE READ,BP,11-Nov,133,40320,12-Nov,,Wells Fargo,American Express,0
9100116092,Veronica Porché Ali,100016093,647 FOX CT,BIN 55719906,MANUAL ENTRY,Target,2-Nov,317,38040,5-Nov,,Citigroup,Ally Financial,0
9100116092,Mary Alice,100016093,PO BOX 40,BIN 557199061,SWIPED MACHINE READ,BJS,4-Nov,75,40200,5-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Ana Alicia,100016093,PO BOX 554,BIN 427026,Unknown or terminal not used,MBTA,6-Nov,216,600,8-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Bianca Allaine,100016093,265 MESA ENCANTADA,BIN 441904,Manual key entry,Amazon.com,8-Nov,75,840,9-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Ava Allan,100016093,PO BOX 1697,BIN 415881,Mag stripe read ? CVV checking not possible,Uber,5-Nov,75,600,6-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Maud Allan,100016093,PO BOX 2328,BIN 438490,Barcode read,Draftkings,7-Nov,5,840,10-Nov,,PNC Bank,Citigroup,0
9100116092,Louise Allbritton,100016093,617 CHEYENNE AVE,BIN 563594,Unknown,Nightlife,9-Nov,7,40200,10-Nov,,Capital One,Goldman Sachs,0
9100116092,Gia Allemand,100016093,2942 N VIEW DR,BIN 563167,MANUAL ENTRY,Target,1-Nov,335,40320,3-Nov,,HSBC,Morgan Stanley,0
9100116092,Aleisha Allen,100016093,2539 BRENNA WAY,BIN 438568,SWIPED MACHINE READ,BJS,3-Nov,5,38040,4-Nov,,TD Bank,U.S. Bancorp,1
9100116092,Amy Allen,100016093,619 E 11TH ST,BIN 415092,MANUAL ENTRY,Shell,11-Nov,7,600,12-Nov,,State Street,Citizens Bank,0
9100116092,Barbara Jo Allen,100016093,27655 HIGHWAY 6 TRLR 1803,BIN 56356100,SWIPED MACHINE READ,Flowers.com,13-Nov,317,840,16-Nov,,BB&T,USAA,1
9100116092,Billie Allen,100016093,PO BOX 5067,BIN 563398,Unknown or terminal not used,Walmart,15-Nov,5,40200,16-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Christa B. Allen,100016093,PO BOX 485,BIN 436167,Manual key entry,Target,2-Nov,7,40320,4-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Crystal Allen,100016093,PO BOX 135,BIN 453724,Mag stripe read ? CVV checking not possible,BJS,4-Nov,335,38040,5-Nov,,American Express,Santander Bank,1
9100116092,Debbie Allen,100016093,58 N PAINTED HORSE CIR,BIN 4537247,Barcode read,Shell,6-Nov,5,600,7-Nov,,Ally Financial,Regions Bank,0
9100116092,Dorothy Allen,100016093,330 E 1ST ST,BIN 403136,Unknown,BP,8-Nov,7,840,11-Nov,,RBC Bank,M&T Bank,0
9100116092,Elizabeth Allen (actress),100016093,PO BOX 1716,BIN 4031367,MANUAL ENTRY,Target,10-Nov,317,40200,11-Nov,,Citizens Bank,Northern Trust,0
9100116092,Gracie Allen,100016093,2645 CHESTNUT DR,BIN 565174,SWIPED MACHINE READ,BJS,12-Nov,5,38040,14-Nov,,USAA,Union Bank,1
9100116092,India Allen,100016093,PO BOX 771345,BIN 563375,MANUAL ENTRY,MBTA,14-Nov,7,600,15-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Jo Harvey Allen,100016093,2143 DEVON ST,BIN 480371,SWIPED MACHINE READ,Amazon.com,16-Nov,335,840,17-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Joan Allen,100016093,287 HOLLY LN,BIN 470721,Unknown or terminal not used,Uber,7-Nov,5,40200,10-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Jonelle Allen,100016093,1122 E 3RD AVE,BIN 500222,Manual key entry,Draftkings,9-Nov,133,38040,10-Nov,,Regions Bank,PNC Bank,0
9100116092,Judith Allen,100016093,714 BURNING MOUNTAIN AVE,BIN 439205,Mag stripe read ? CVV checking not possible,Nightlife,11-Nov,133,600,13-Nov,,M&T Bank,Capital One,0
9100116092,Karen Allen,100016093,45 SPRUCE CT,BIN 407269,Barcode read,Target,2-Nov,133,840,3-Nov,,Northern Trust,HSBC,0
9100116092,Krista Allen,100016093,2131 MONARCH PT,BIN 501780,Unknown,BJS,4-Nov,133,40200,5-Nov,,Union Bank,TD Bank,1
9100116092,Laura Allen,100016093,PO BOX 11719,BIN 503279,MANUAL ENTRY,Shell,6-Nov,133,38040,9-Nov,,KeyCorp,State Street,0
9100116092,Maude Allen,100016093,PO BOX 16258,BIN 510695,SWIPED MACHINE READ,Flowers.com,8-Nov,133,40320,9-Nov,,MSN Banknorth,BB&T,1
9100116092,Nancy Allen (actress),100016093,3526 COUNTY ROAD 103,BIN 557140,MANUAL ENTRY,Walmart,5-Nov,133,600,7-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Phyllis Allen,100016093,4382 COUNTY ROAD 331,BIN 585703,SWIPED MACHINE READ,Target,7-Nov,133,840,8-Nov,,Bank of America,Charles Schwab,0
